,County,2022,total,pct
742,"LaGrange , Indiana",40866,333287557,0.00012261483857316642
743,"Lake , Indiana",499689,333287557,0.0014992728936472116
744,"LaPorte , Indiana",111675,333287557,0.00033507101496741445
745,"Lawrence , Indiana",45222,333287557,0.000135684633435025
746,"Madison , Indiana",131744,333287557,0.0003952862842701325
747,"Marion , Indiana",969466,333287557,0.002908797462246693
748,"Marshall , Indiana",46332,333287557,0.00013901509080340495
749,"Martin , Indiana",9803,333287557,2.9413039263268985e-05
750,"Miami , Indiana",35674,333287557,0.00010703669924287032
751,"Monroe , Indiana",139745,333287557,0.0004192925810308604
752,"Montgomery , Indiana",38273,333287557,0.00011483477014414913
753,"Morgan , Indiana",72236,333287557,0.0002167377643804446
754,"Newton , Indiana",13823,333287557,4.147469567848283e-05
755,"Noble , Indiana",47367,333287557,0.00014212051726851597
756,"Ohio , Indiana",6114,333287557,1.834451923448195e-05
757,"Orange , Indiana",19623,333287557,5.8877085531278924e-05
758,"Owen , Indiana",21482,333287557,6.445485152030443e-05
759,"Parke , Indiana",16369,333287557,4.9113744741451596e-05
760,"Perry , Indiana",19183,333287557,5.755690423210129e-05
761,"Pike , Indiana",12168,333287557,3.650901374634877e-05
762,"Porter , Indiana",174791,333287557,0.000524445021510359
763,"Posey , Indiana",25063,333287557,7.519932704838423e-05
764,"Pulaski , Indiana",12485,333287557,3.746014436416539e-05
765,"Putnam , Indiana",37301,333287557,0.00011191836963778399
766,"Randolph , Indiana",24437,333287557,7.332106910909968e-05
767,"Ripley , Indiana",29087,333287557,8.727298511177242e-05
768,"Rush , Indiana",16673,333287557,5.0025870002701604e-05
769,"St. Joseph , Indiana",272234,333287557,0.0008168141722734642
770,"Scott , Indiana",24588,333287557,7.37741313276811e-05
771,"Shelby , Indiana",44991,333287557,0.00013499153825295674
772,"Spencer , Indiana",19967,333287557,5.990922727427235e-05
773,"Starke , Indiana",23258,333287557,6.978358330971235e-05
774,"Steuben , Indiana",34725,333287557,0.00010418930821350766
775,"Sullivan , Indiana",20670,333287557,6.201851694091298e-05
776,"Switzerland , Indiana",10006,333287557,3.002212290811685e-05
777,"Tippecanoe , Indiana",188717,333287557,0.0005662287596293311
778,"Tipton , Indiana",15361,333287557,4.608932940151738e-05
779,"Union , Indiana",6952,333287557,2.085886452700663e-05
780,"Vanderburgh , Indiana",179744,333287557,0.0005393060623622381
781,"Vermillion , Indiana",15451,333287557,4.635936648544008e-05
782,"Vigo , Indiana",106006,333287557,0.00031806167909232807
783,"Wabash , Indiana",30828,333287557,9.249670247965483e-05
784,"Warren , Indiana",8461,333287557,2.5386486300777198e-05
785,"Warrick , Indiana",65185,333287557,0.000195581859061123
786,"Washington , Indiana",28224,333287557,8.46836295181581e-05
787,"Wayne , Indiana",66273,333287557,0.00019884630736454405
788,"Wells , Indiana",28335,333287557,8.50166752549961e-05
789,"White , Indiana",24598,333287557,7.380413544811696e-05
790,"Whitley , Indiana",34627,333287557,0.00010389526783323627
791,"Adair , Iowa",7494,333287557,2.248508785462999e-05
792,"Adams , Iowa",3611,333287557,1.0834487889387362e-05
793,"Allamakee , Iowa",13960,333287557,4.188575212845405e-05
794,"Appanoose , Iowa",12094,333287557,3.6286983255123444e-05
795,"Audubon , Iowa",5598,333287557,1.6796306619991817e-05
796,"Benton , Iowa",25711,333287557,7.714359405262765e-05
797,"Black Hawk , Iowa",130274,333287557,0.0003908756785660618
798,"Boone , Iowa",26609,333287557,7.983796406776746e-05
799,"Bremer , Iowa",25259,333287557,7.578740780892699e-05
800,"Buchanan , Iowa",20714,333287557,6.215053507083075e-05
801,"Buena Vista , Iowa",20600,333287557,6.180848809786199e-05
802,"Butler , Iowa",14269,333287557,4.281287944992198e-05
803,"Calhoun , Iowa",9725,333287557,2.9179007123869314e-05
804,"Carroll , Iowa",20567,333287557,6.170947450042367e-05
805,"Cass , Iowa",13104,333287557,3.931739941914483e-05
806,"Cedar , Iowa",18399,333287557,5.520458118993023e-05
807,"Cerro Gordo , Iowa",42409,333287557,0.00012724447435641888
808,"Cherokee , Iowa",11491,333287557,3.447773479284137e-05
809,"Chickasaw , Iowa",11716,333287557,3.515282750264811e-05
810,"Clarke , Iowa",9692,333287557,2.907999352643099e-05
811,"Clay , Iowa",16475,333287557,4.943178841807167e-05
812,"Clayton , Iowa",17027,333287557,5.108801586613088e-05
813,"Clinton , Iowa",46344,333287557,0.00013905109574792796
814,"Crawford , Iowa",16123,333287557,4.8375643378729555e-05
815,"Dallas , Iowa",108016,333287557,0.00032409250729993497
816,"Davis , Iowa",9130,333287557,2.739376195793592e-05
817,"Decatur , Iowa",7683,333287557,2.3052165730867654e-05
818,"Delaware , Iowa",17568,333287557,5.2711238781710656e-05
819,"Des Moines , Iowa",38293,333287557,0.00011489477838502084
820,"Dickinson , Iowa",18028,333287557,5.409142832176e-05
821,"Dubuque , Iowa",98677,333287557,0.0002960716592248897
822,"Emmet , Iowa",9176,333287557,2.7531780911940857e-05
823,"Fayette , Iowa",19294,333287557,5.788994996893928e-05
824,"Floyd , Iowa",15337,333287557,4.601731951247133e-05
825,"Franklin , Iowa",9916,333287557,2.9752085824194152e-05
826,"Fremont , Iowa",6464,333287557,1.9394663449736888e-05
827,"Greene , Iowa",8741,333287557,2.6226601672981148e-05
828,"Grundy , Iowa",12356,333287557,3.707309121054285e-05
829,"Guthrie , Iowa",10647,333287557,3.194538702805517e-05
830,"Hamilton , Iowa",14820,333287557,4.4466106485937605e-05
831,"Hancock , Iowa",10685,333287557,3.205940268571143e-05
832,"Hardin , Iowa",16567,333287557,4.970782632608153e-05
833,"Harrison , Iowa",14658,333287557,4.398003973487675e-05
834,"Henry , Iowa",20196,333287557,6.059632163225344e-05
835,"Howard , Iowa",9533,333287557,2.860292801150089e-05
836,"Humboldt , Iowa",9572,333287557,2.871994408120073e-05
837,"Ida , Iowa",6888,333287557,2.0666838156217156e-05
838,"Iowa , Iowa",16475,333287557,4.943178841807167e-05
839,"Jackson , Iowa",19324,333287557,5.797996233024685e-05
840,"Jasper , Iowa",37938,333287557,0.00011382963210954797
841,"Jefferson , Iowa",15698,333287557,4.710046826020571e-05
842,"Johnson , Iowa",156420,333287557,0.00046932445185764914
843,"Jones , Iowa",20848,333287557,6.25525902846712e-05
844,"Keokuk , Iowa",9904,333287557,2.9716080879671126e-05
845,"Kossuth , Iowa",14475,333287557,4.3430964330900596e-05
846,"Lee , Iowa",32840,333287557,9.853353151134892e-05
847,"Linn , Iowa",229033,333287557,0.0006871933715785255
848,"Louisa , Iowa",10677,333287557,3.203539938936274e-05
849,"Lucas , Iowa",8689,333287557,2.60705802467147e-05
850,"Lyon , Iowa",12179,333287557,3.6542018278828216e-05
851,"Madison , Iowa",17036,333287557,5.111501957452315e-05
852,"Mahaska , Iowa",21946,333287557,6.584704270852812e-05
853,"Marion , Iowa",33642,333287557,0.00010093986197030452
854,"Marshall , Iowa",39879,333287557,0.00011965343188614749
855,"Mills , Iowa",14553,333287557,4.366499647030027e-05
856,"Mitchell , Iowa",10532,333287557,3.160033964304284e-05
857,"Monona , Iowa",8486,333287557,2.546149660186684e-05
858,"Monroe , Iowa",7550,333287557,2.2653110929070777e-05
859,"Montgomery , Iowa",10205,333287557,3.061920490479037e-05
860,"Muscatine , Iowa",42377,333287557,0.00012714846117102416
861,"O'Brien , Iowa",14060,333287557,4.21857933328126e-05
862,"Osceola , Iowa",6036,333287557,1.811048709508228e-05
863,"Page , Iowa",15143,333287557,4.543523957601573e-05
864,"Palo Alto , Iowa",8764,333287557,2.6295611149983615e-05
865,"Plymouth , Iowa",25681,333287557,7.70535816913201e-05
866,"Pocahontas , Iowa",7053,333287557,2.1161906143408768e-05
867,"Polk , Iowa",501089,333287557,0.0015034734705082315
868,"Pottawattamie , Iowa",93173,333287557,0.0002795573913369949
869,"Poweshiek , Iowa",18467,333287557,5.540860920889405e-05
870,"Ringgold , Iowa",4670,333287557,1.4011924243544442e-05
871,"Sac , Iowa",9673,333287557,2.9022985697602866e-05
872,"Scott , Iowa",173924,333287557,0.0005218436642685703
873,"Shelby , Iowa",11645,333287557,3.493979824755354e-05
874,"Sioux , Iowa",36050,333287557,0.00010816485417125848
875,"Story , Iowa",99673,333287557,0.00029906006962030087
876,"Tama , Iowa",16903,333287557,5.071596477272627e-05
877,"Taylor , Iowa",5858,333287557,1.7576413751324054e-05
878,"Union , Iowa",11887,333287557,3.566589796210124e-05
879,"Van Buren , Iowa",7256,333287557,2.1770989788256632e-05
880,"Wapello , Iowa",35043,333287557,0.00010514343924336785
881,"Warren , Iowa",54327,333287557,0.00016300338509187128
882,"Washington , Iowa",22571,333287557,6.772230023576908e-05
883,"Wayne , Iowa",6467,333287557,1.9403664685867646e-05
884,"Webster , Iowa",36626,333287557,0.00010989309150836375
885,"Winnebago , Iowa",10617,333287557,3.185537466674761e-05
886,"Winneshiek , Iowa",19974,333287557,5.993023015857745e-05
887,"Woodbury , Iowa",105671,333287557,0.0003170565410577269
888,"Worth , Iowa",7319,333287557,2.196001574700252e-05
889,"Wright , Iowa",12681,333287557,3.8048225124708154e-05
890,"Allen , Kansas",12579,333287557,3.774218309626243e-05
891,"Anderson , Kansas",7776,333287557,2.333120405092111e-05
892,"Atchison , Kansas",16108,333287557,4.833063719807578e-05
893,"Barber , Kansas",4122,333287557,1.2367698443659569e-05
894,"Barton , Kansas",25080,333287557,7.525033405312518e-05
895,"Bourbon , Kansas",14493,333287557,4.348497174768514e-05
896,"Brown , Kansas",9364,333287557,2.8095858376134936e-05
897,"Butler , Kansas",68240,333287557,0.0002047481178542768
898,"Chase , Kansas",2548,333287557,7.64504988705594e-06
899,"Chautauqua , Kansas",3415,333287557,1.0246407128844597e-05
900,"Cherokee , Kansas",19088,333287557,5.7271865087960666e-05
901,"Cheyenne , Kansas",2583,333287557,7.750064308581433e-06
902,"Clark , Kansas",1933,333287557,5.799796480250836e-06
903,"Clay , Kansas",8043,333287557,2.4132314066558447e-05
904,"Cloud , Kansas",8946,333287557,2.6841686141916182e-05
905,"Coffey , Kansas",8280,333287557,2.4843411720888217e-05
906,"Comanche , Kansas",1681,333287557,5.043692645267282e-06
907,"Cowley , Kansas",34453,333287557,0.00010337319613765239
908,"Crawford , Kansas",39078,333287557,0.00011725010183923548
909,"Decatur , Kansas",2689,333287557,8.0681079852015e-06
910,"Dickinson , Kansas",18430,333287557,5.529759396328138e-05
911,"Doniphan , Kansas",7440,333287557,2.2323065604276368e-05
912,"Douglas , Kansas",119964,333287557,0.00035994143039669497
913,"Edwards , Kansas",2739,333287557,8.218128587380776e-06
914,"Elk , Kansas",2441,333287557,7.324005798392288e-06
915,"Ellis , Kansas",28941,333287557,8.683492495340893e-05
916,"Ellsworth , Kansas",6355,333287557,1.9067618536986067e-05
917,"Finney , Kansas",37650,333287557,0.00011296551344099534
918,"Ford , Kansas",33848,333287557,0.00010155794685128315
919,"Franklin , Kansas",25992,333287557,7.798670983687519e-05
920,"Geary , Kansas",35691,333287557,0.00010708770624761128
921,"Gove , Kansas",2717,333287557,8.152119522421895e-06
922,"Graham , Kansas",2411,333287557,7.233993437084721e-06
923,"Grant , Kansas",7197,333287557,2.1593965477685086e-05
924,"Gray , Kansas",5729,333287557,1.718936059770152e-05
925,"Greeley , Kansas",1223,333287557,3.6695039293051076e-06
926,"Greenwood , Kansas",5939,333287557,1.7819447126854483e-05
927,"Hamilton , Kansas",2430,333287557,7.2910012659128465e-06
928,"Harper , Kansas",5323,333287557,1.5971193308005796e-05
929,"Harvey , Kansas",33801,333287557,0.00010141692748523462
930,"Haskell , Kansas",3576,333287557,1.0729473467861868e-05
931,"Hodgeman , Kansas",1755,333287557,5.265723136492612e-06
932,"Jackson , Kansas",13286,333287557,3.98634744110774e-05
933,"Jefferson , Kansas",18344,333287557,5.503955852753303e-05
934,"Jewell , Kansas",2898,333287557,8.695194102310877e-06
935,"Johnson , Kansas",619195,333287557,0.0018578401353279445
936,"Kearny , Kansas",3855,333287557,1.1566588428022232e-05
937,"Kingman , Kansas",7193,333287557,2.1581963829510742e-05
938,"Kiowa , Kansas",2404,333287557,7.2129905527796225e-06
939,"Labette , Kansas",19757,333287557,5.927914074511939e-05
940,"Lane , Kansas",1556,333287557,4.66864113981909e-06
941,"Leavenworth , Kansas",82892,333287557,0.00024871015511689206
942,"Lincoln , Kansas",2899,333287557,8.698194514354461e-06
943,"Linn , Kansas",9796,333287557,2.9392036378963887e-05
944,"Logan , Kansas",2705,333287557,8.116114577898869e-06
945,"Lyon , Kansas",31898,333287557,9.570714336629136e-05
946,"McPherson , Kansas",30012,333287557,9.004836625208903e-05
947,"Marion , Kansas",11868,333287557,3.560889013327311e-05
948,"Marshall , Kansas",9982,333287557,2.9950113019070796e-05
949,"Meade , Kansas",3897,333287557,1.1692605733852824e-05
950,"Miami , Kansas",34867,333287557,0.00010461536672369679
951,"Mitchell , Kansas",5738,333287557,1.7216364306093792e-05
952,"Montgomery , Kansas",30996,333287557,9.300077170297719e-05
953,"Morris , Kansas",5349,333287557,1.6049204021139018e-05
954,"Morton , Kansas",2599,333287557,7.798070901278801e-06
955,"Nemaha , Kansas",10115,333287557,3.0349167820867673e-05
956,"Neosho , Kansas",15606,333287557,4.682443035219584e-05
957,"Ness , Kansas",2645,333287557,7.936089855283736e-06
958,"Norton , Kansas",5301,333287557,1.5905184243046913e-05
959,"Osage , Kansas",15654,333287557,4.6968450130287944e-05
960,"Osborne , Kansas",3490,333287557,1.0471438032113513e-05
961,"Ottawa , Kansas",5795,333287557,1.7387387792578168e-05
962,"Pawnee , Kansas",6179,333287557,1.853954601731501e-05
963,"Phillips , Kansas",4809,333287557,1.4428981517602832e-05
964,"Pottawatomie , Kansas",26273,333287557,7.882982562112272e-05
965,"Pratt , Kansas",9067,333287557,2.7204735999190032e-05
966,"Rawlins , Kansas",2528,333287557,7.585041646184229e-06
967,"Reno , Kansas",61516,333287557,0.0001845733472732077
968,"Republic , Kansas",4642,333287557,1.3927912706324046e-05
969,"Rice , Kansas",9407,333287557,2.8224876094009113e-05
970,"Riley , Kansas",71108,333287557,0.00021335329959528012
971,"Rooks , Kansas",4813,333287557,1.4440983165777173e-05
972,"Rush , Kansas",2927,333287557,8.782206051574857e-06
973,"Russell , Kansas",6639,333287557,1.9919735557364356e-05
974,"Saline , Kansas",53596,333287557,0.00016081008388801025
975,"Scott , Kansas",5014,333287557,1.5044065986537866e-05
976,"Sedgwick , Kansas",525525,333287557,0.0015767915392052875
977,"Seward , Kansas",21358,333287557,6.408280042689982e-05
978,"Shawnee , Kansas",177480,333287557,0.0005325131294955605
979,"Sheridan , Kansas",2425,333287557,7.275999205694919e-06
980,"Sherman , Kansas",5830,333287557,1.7492402214103662e-05
981,"Smith , Kansas",3533,333287557,1.060045574998769e-05
982,"Stafford , Kansas",3993,333287557,1.1980645290037036e-05
983,"Stanton , Kansas",1963,333287557,5.889808841558402e-06
984,"Stevens , Kansas",5175,333287557,1.5527132325555135e-05
985,"Sumner , Kansas",22473,333287557,6.74282598554977e-05
986,"Thomas , Kansas",7893,333287557,2.3682252260020616e-05
987,"Trego , Kansas",2752,333287557,8.257133943947389e-06
988,"Wabaunsee , Kansas",7019,333287557,2.105989213392686e-05
989,"Wallace , Kansas",1488,333287557,4.464613120855274e-06
990,"Washington , Kansas",5501,333287557,1.650526665176402e-05
991,"Wichita , Kansas",2064,333287557,6.192850457960541e-06
992,"Wilson , Kansas",8622,333287557,2.586955263979447e-05
993,"Woodson , Kansas",3109,333287557,9.328281043507424e-06
994,"Wyandotte , Kansas",165746,333287557,0.0004973062945761278
995,"Adair , Kentucky",19067,333287557,5.720885643504537e-05
996,"Allen , Kentucky",21275,333287557,6.383376622728222e-05
997,"Anderson , Kentucky",24224,333287557,7.268198134381596e-05
998,"Ballard , Kentucky",7650,333287557,2.295315213342933e-05
999,"Barren , Kentucky",44854,333287557,0.00013458048180298553
1000,"Bath , Kentucky",12829,333287557,3.849228610715881e-05
1001,"Bell , Kentucky",23568,333287557,7.071371104322385e-05
1002,"Boone , Kentucky",139093,333287557,0.00041733631237844264
1003,"Bourbon , Kentucky",20093,333287557,6.028727919176412e-05
1004,"Boyd , Kentucky",48110,333287557,0.0001443498234169
1005,"Boyle , Kentucky",30904,333287557,9.272473379496732e-05
1006,"Bracken , Kentucky",8452,333287557,2.535948259238493e-05
1007,"Breathitt , Kentucky",13351,333287557,4.005850119391046e-05
1008,"Breckinridge , Kentucky",20943,333287557,6.283762942881183e-05
1009,"Bullitt , Kentucky",83836,333287557,0.0002515425440860368
1010,"Butler , Kentucky",12295,333287557,3.689006607588414e-05
1011,"Caldwell , Kentucky",12570,333287557,3.771517938787016e-05
1012,"Calloway , Kentucky",37685,333287557,0.00011307052786252084
1013,"Campbell , Kentucky",93300,333287557,0.0002799384436665303
1014,"Carlisle , Kentucky",4720,333287557,1.4161944845723718e-05
1015,"Carroll , Kentucky",10938,333287557,3.281850693273857e-05
1016,"Carter , Kentucky",26395,333287557,7.919587589044016e-05
1017,"Casey , Kentucky",15920,333287557,4.77665597338817e-05
1018,"Christian , Kentucky",73037,333287557,0.00021914109442735662
1019,"Clark , Kentucky",37061,333287557,0.00011119827074732346
1020,"Clay , Kentucky",19913,333287557,5.974720502391873e-05
1021,"Clinton , Kentucky",9123,333287557,2.7372759073630824e-05
1022,"Crittenden , Kentucky",8981,333287557,2.6946700563441675e-05
1023,"Cumberland , Kentucky",5946,333287557,1.7840450011159584e-05
1024,"Daviess , Kentucky",103222,333287557,0.00030970853196298593
1025,"Edmonson , Kentucky",12269,333287557,3.681205536275091e-05
1026,"Elliott , Kentucky",7293,333287557,2.1882005033869295e-05
1027,"Estill , Kentucky",14044,333287557,4.2137786740115234e-05
1028,"Fayette , Kentucky",320347,333287557,0.000961172996926495
1029,"Fleming , Kentucky",15288,333287557,4.5870299322335634e-05
1030,"Floyd , Kentucky",34978,333287557,0.00010494841246053479
1031,"Franklin , Kentucky",51607,333287557,0.00015484226433331864
1032,"Fulton , Kentucky",6382,333287557,1.9148629662162874e-05
1033,"Gallatin , Kentucky",8763,333287557,2.629261073794003e-05
1034,"Garrard , Kentucky",17589,333287557,5.277424743462595e-05
1035,"Grant , Kentucky",25502,333287557,7.651650793551828e-05
1036,"Graves , Kentucky",36412,333287557,0.00010925100333103644
1037,"Grayson , Kentucky",26631,333287557,7.990397313272635e-05
1038,"Green , Kentucky",11365,333287557,3.409968287534959e-05
1039,"Greenup , Kentucky",35403,333287557,0.00010622358757905864
1040,"Hancock , Kentucky",9021,333287557,2.7066717045185097e-05
1041,"Hardin , Kentucky",111862,333287557,0.00033563209201956497
1042,"Harlan , Kentucky",25662,333287557,7.699657386249196e-05
1043,"Harrison , Kentucky",19103,333287557,5.731687126861445e-05
1044,"Hart , Kentucky",19600,333287557,5.880807605427646e-05
1045,"Henderson , Kentucky",44046,333287557,0.0001321561488717684
1046,"Henry , Kentucky",15771,333287557,4.731949833938745e-05
1047,"Hickman , Kentucky",4422,333287557,1.326782205673523e-05
1048,"Hopkins , Kentucky",44812,333287557,0.00013445446449715493
1049,"Jackson , Kentucky",12973,333287557,3.892434544143513e-05
1050,"Jefferson , Kentucky",773399,333287557,0.0023205156740970082
1051,"Jessamine , Kentucky",54254,333287557,0.00016278435501268954
1052,"Johnson , Kentucky",22244,333287557,6.674116549751661e-05
1053,"Kenton , Kentucky",170313,333287557,0.000511009176379183
1054,"Knott , Kentucky",13874,333287557,4.162771669270569e-05
1055,"Knox , Kentucky",29791,333287557,8.938527519045663e-05
1056,"Larue , Kentucky",15163,333287557,4.5495247816887444e-05
1057,"Laurel , Kentucky",62885,333287557,0.00018868091136087627
1058,"Lawrence , Kentucky",16109,333287557,4.833363761011936e-05
1059,"Lee , Kentucky",7261,333287557,2.178599184847456e-05
1060,"Leslie , Kentucky",10093,333287557,3.028315875590879e-05
1061,"Letcher , Kentucky",20893,333287557,6.268760882663255e-05
1062,"Lewis , Kentucky",12954,333287557,3.8867337612607e-05
1063,"Lincoln , Kentucky",24360,333287557,7.30900373817436e-05
1064,"Livingston , Kentucky",8963,333287557,2.6892693146657136e-05
1065,"Logan , Kentucky",27877,333287557,8.364248653903392e-05
1066,"Lyon , Kentucky",9101,333287557,2.730675000867194e-05
1067,"McCracken , Kentucky",67490,333287557,0.00020249780882158766
1068,"McCreary , Kentucky",16701,333287557,5.0109881539921997e-05
1069,"McLean , Kentucky",9105,333287557,2.7318751656846284e-05
1070,"Madison , Kentucky",95187,333287557,0.0002856002211927762
1071,"Magoffin , Kentucky",11357,333287557,3.40756795790009e-05
1072,"Marion , Kentucky",19775,333287557,5.9333148161903925e-05
1073,"Marshall , Kentucky",31777,333287557,9.53440935090175e-05
1074,"Martin , Kentucky",11095,333287557,3.3289571623581496e-05
1075,"Mason , Kentucky",16930,333287557,5.079697589790308e-05
1076,"Meade , Kentucky",30001,333287557,9.00153617196096e-05
1077,"Menifee , Kentucky",6250,333287557,1.8752575272409586e-05
1078,"Mercer , Kentucky",22902,333287557,6.871543662219589e-05
1079,"Metcalfe , Kentucky",10370,333287557,3.111427289198198e-05
1080,"Monroe , Kentucky",11355,333287557,3.406967875491373e-05
1081,"Montgomery , Kentucky",28367,333287557,8.511268844039083e-05
1082,"Morgan , Kentucky",14120,333287557,4.236581805542773e-05
1083,"Muhlenberg , Kentucky",30455,333287557,9.137754878739742e-05
1084,"Nelson , Kentucky",47392,333287557,0.0001421955275696056
1085,"Nicholas , Kentucky",7805,333287557,2.341821600018509e-05
1086,"Ohio , Kentucky",23527,333287557,7.059069414943685e-05
1087,"Oldham , Kentucky",69431,333287557,0.00020832160859818717
1088,"Owen , Kentucky",11290,333287557,3.3874651972080674e-05
1089,"Owsley , Kentucky",3929,333287557,1.1788618919247561e-05
1090,"Pendleton , Kentucky",14676,333287557,4.403404715166129e-05
1091,"Perry , Kentucky",27361,333287557,8.209427392454378e-05
1092,"Pike , Kentucky",56286,333287557,0.00016888119228525533
1093,"Powell , Kentucky",13083,333287557,3.9254390766229535e-05
1094,"Pulaski , Kentucky",65795,333287557,0.00019741211040771018
1095,"Robertson , Kentucky",2229,333287557,6.687918445152154e-06
1096,"Rockcastle , Kentucky",16242,333287557,4.8732692411916235e-05
1097,"Rowan , Kentucky",24388,333287557,7.317404891896399e-05
1098,"Russell , Kentucky",18178,333287557,5.454149012829783e-05
1099,"Scott , Kentucky",59099,333287557,0.00017732135136386146
1100,"Shelby , Kentucky",48886,333287557,0.0001466781431627224
1101,"Simpson , Kentucky",19949,333287557,5.985521985748781e-05
1102,"Spencer , Kentucky",20204,333287557,6.062032492860212e-05
1103,"Taylor , Kentucky",26407,333287557,7.923188083496318e-05
1104,"Todd , Kentucky",12404,333287557,3.7217110988634956e-05
1105,"Trigg , Kentucky",14332,333287557,4.300190540866787e-05
1106,"Trimble , Kentucky",8539,333287557,2.5620518440176872e-05
1107,"Union , Kentucky",12961,333287557,3.88883404969121e-05
1108,"Warren , Kentucky",139843,333287557,0.00041958662141113176
1109,"Washington , Kentucky",12061,333287557,3.6187969657685124e-05
1110,"Wayne , Kentucky",19681,333287557,5.9051109429806885e-05
1111,"Webster , Kentucky",12726,333287557,3.81832436666695e-05
1112,"Whitley , Kentucky",36873,333287557,0.00011063419328312938
1113,"Wolfe , Kentucky",6400,333287557,1.9202637078947414e-05
1114,"Woodford , Kentucky",27062,333287557,8.11971507235117e-05
1115,"Acadia , Louisiana",56744,333287557,0.00017025538100121752
1116,"Allen , Louisiana",22320,333287557,6.696919681282911e-05
1117,"Ascension , Louisiana",130458,333287557,0.00039142775438208156
1118,"Assumption , Louisiana",20604,333287557,6.182048974603633e-05
1119,"Avoyelles , Louisiana",38751,333287557,0.00011626896710098301
1120,"Beauregard , Louisiana",36570,333287557,0.00010972506843392297
1121,"Bienville , Louisiana",12641,333287557,3.792820864296473e-05
1122,"Bossier , Louisiana",129276,333287557,0.0003878812673465634
1123,"Caddo , Louisiana",229025,333287557,0.0006871693682821768
1124,"Calcasieu , Louisiana",202418,333287557,0.0006073374050384966
1125,"Caldwell , Louisiana",9554,333287557,2.866593666441619e-05
1126,"Cameron , Louisiana",4902,333287557,1.4708019837656285e-05
1127,"Catahoula , Louisiana",8566,333287557,2.570152956535368e-05
1128,"Claiborne , Louisiana",13744,333287557,4.123766312703957e-05
1129,"Concordia , Louisiana",18116,333287557,5.435546458159553e-05
1130,"De Soto , Louisiana",26853,333287557,8.057006460640234e-05
1131,"East Baton Rouge , Louisiana",450544,333287557,0.0013518176437652006
1132,"East Carroll , Louisiana",6990,333287557,2.097288018466288e-05
1133,"East Feliciana , Louisiana",19135,333287557,5.741288445400918e-05
1134,"Evangeline , Louisiana",31986,333287557,9.597117962612687e-05
1135,"Franklin , Louisiana",19308,333287557,5.7931955737549484e-05
1136,"Grant , Louisiana",22000,333287557,6.600906495888174e-05
1137,"Iberia , Louisiana",68327,333287557,0.00020500915370206876
1138,"Iberville , Louisiana",29506,333287557,8.853015775803475e-05
1139,"Jackson , Louisiana",14839,333287557,4.452311431476573e-05
1140,"Jefferson , Louisiana",425884,333287557,0.0012778274827703814
1141,"Jefferson Davis , Louisiana",32026,333287557,9.60911961078703e-05
1142,"Lafayette , Louisiana",247866,333287557,0.0007437001315953719
1143,"Lafourche , Louisiana",95870,333287557,0.0002876495026185451
1144,"LaSalle , Louisiana",14729,333287557,4.4193068989971324e-05
1145,"Lincoln , Louisiana",48129,333287557,0.00014440683124572815
1146,"Livingston , Louisiana",148425,333287557,0.0004453361575691828
1147,"Madison , Louisiana",9478,333287557,2.843790534910369e-05
1148,"Morehouse , Louisiana",24446,333287557,7.334807281749195e-05
1149,"Natchitoches , Louisiana",36663,333287557,0.00011000410675397641
1150,"Orleans , Louisiana",369749,333287557,0.0011093993527037074
1151,"Ouachita , Louisiana",157702,333287557,0.0004731709800975258
1152,"Plaquemines , Louisiana",22516,333287557,6.755727757337187e-05
1153,"Pointe Coupee , Louisiana",20151,333287557,6.0461303090292084e-05
1154,"Rapides , Louisiana",127189,333287557,0.0003816194074116004
1155,"Red River , Louisiana",7420,333287557,2.226305736340466e-05
1156,"Richland , Louisiana",19826,333287557,5.948616917612679e-05
1157,"Sabine , Louisiana",21985,333287557,6.596405877822795e-05
1158,"St. Bernard , Louisiana",44479,333287557,0.00013345532728664095
1159,"St. Charles , Louisiana",50998,333287557,0.00015301501339877503
1160,"St. Helena , Louisiana",10822,333287557,3.2470459135682645e-05
1161,"St. James , Louisiana",19423,333287557,5.827700312256182e-05
1162,"St. John the Baptist , Louisiana",39864,333287557,0.00011960842570549371
1163,"St. Landry , Louisiana",81773,333287557,0.0002453526940401198
1164,"St. Martin , Louisiana",51236,333287557,0.0001537291114651484
1165,"St. Mary , Louisiana",47789,333287557,0.00014338669115090906
1166,"St. Tammany , Louisiana",273263,333287557,0.0008199015962663136
1167,"Tangipahoa , Louisiana",137048,333287557,0.0004112004697493102
1168,"Tensas , Louisiana",3846,333287557,1.1539584719629963e-05
1169,"Terrebonne , Louisiana",104786,333287557,0.0003144011763991537
1170,"Union , Louisiana",20721,333287557,6.217153795513584e-05
1171,"Vermilion , Louisiana",56952,333287557,0.0001708794667062833
1172,"Vernon , Louisiana",47247,333287557,0.0001417604678232857
1173,"Washington , Louisiana",45025,333287557,0.00013509355226243864
1174,"Webster , Louisiana",35643,333287557,0.00010694368646951918
1175,"West Baton Rouge , Louisiana",28034,333287557,8.411355122987685e-05
1176,"West Carroll , Louisiana",9475,333287557,2.842890411297293e-05
1177,"West Feliciana , Louisiana",15381,333287557,4.614933764238909e-05
1178,"Winn , Louisiana",13205,333287557,3.962044103554697e-05
1179,"Androscoggin , Maine",113023,333287557,0.00033911557040216774
1180,"Aroostook , Maine",67255,333287557,0.00020179271199134507
