,DATE,variable,value
659,2011-10-01,Unemployment Detroit,8.8
660,2011-11-01,Unemployment Detroit,8.6
661,2011-12-01,Unemployment Detroit,8.5
662,2012-01-01,Unemployment Detroit,8.3
663,2012-02-01,Unemployment Detroit,8.3
664,2012-03-01,Unemployment Detroit,8.2
665,2012-04-01,Unemployment Detroit,8.2
666,2012-05-01,Unemployment Detroit,8.2
667,2012-06-01,Unemployment Detroit,8.2
668,2012-07-01,Unemployment Detroit,8.2
669,2012-08-01,Unemployment Detroit,8.1
670,2012-09-01,Unemployment Detroit,7.8
671,2012-10-01,Unemployment Detroit,7.8
672,2012-11-01,Unemployment Detroit,7.7
673,2012-12-01,Unemployment Detroit,7.9
674,2013-01-01,Unemployment Detroit,8.0
675,2013-02-01,Unemployment Detroit,7.7
676,2013-03-01,Unemployment Detroit,7.5
677,2013-04-01,Unemployment Detroit,7.6
678,2013-05-01,Unemployment Detroit,7.5
679,2013-06-01,Unemployment Detroit,7.5
680,2013-07-01,Unemployment Detroit,7.3
681,2013-08-01,Unemployment Detroit,7.2
682,2013-09-01,Unemployment Detroit,7.2
683,2013-10-01,Unemployment Detroit,7.2
684,2013-11-01,Unemployment Detroit,6.9
685,2013-12-01,Unemployment Detroit,6.7
686,2014-01-01,Unemployment Detroit,6.6
687,2014-02-01,Unemployment Detroit,6.7
688,2014-03-01,Unemployment Detroit,6.7
689,2014-04-01,Unemployment Detroit,6.2
690,2014-05-01,Unemployment Detroit,6.3
691,2014-06-01,Unemployment Detroit,6.1
692,2014-07-01,Unemployment Detroit,6.2
693,2014-08-01,Unemployment Detroit,6.1
694,2014-09-01,Unemployment Detroit,5.9
695,2014-10-01,Unemployment Detroit,5.7
696,2014-11-01,Unemployment Detroit,5.8
697,2014-12-01,Unemployment Detroit,5.6
698,2015-01-01,Unemployment Detroit,5.7
699,2015-02-01,Unemployment Detroit,5.5
700,2015-03-01,Unemployment Detroit,5.4
701,2015-04-01,Unemployment Detroit,5.4
702,2015-05-01,Unemployment Detroit,5.6
703,2015-06-01,Unemployment Detroit,5.3
704,2015-07-01,Unemployment Detroit,5.2
705,2015-08-01,Unemployment Detroit,5.1
706,2015-09-01,Unemployment Detroit,5.0
707,2015-10-01,Unemployment Detroit,5.0
708,2015-11-01,Unemployment Detroit,5.1
709,2015-12-01,Unemployment Detroit,5.0
710,2016-01-01,Unemployment Detroit,4.8
711,2016-02-01,Unemployment Detroit,4.9
712,2016-03-01,Unemployment Detroit,5.0
713,2016-04-01,Unemployment Detroit,5.1
714,2016-05-01,Unemployment Detroit,4.8
715,2016-06-01,Unemployment Detroit,4.9
716,2016-07-01,Unemployment Detroit,4.8
717,2016-08-01,Unemployment Detroit,4.9
718,2016-09-01,Unemployment Detroit,5.0
719,2016-10-01,Unemployment Detroit,4.9
720,2016-11-01,Unemployment Detroit,4.7
721,2016-12-01,Unemployment Detroit,4.7
722,2017-01-01,Unemployment Detroit,4.7
723,2017-02-01,Unemployment Detroit,4.6
724,2017-03-01,Unemployment Detroit,4.4
725,2017-04-01,Unemployment Detroit,4.4
726,2017-05-01,Unemployment Detroit,4.4
727,2017-06-01,Unemployment Detroit,4.3
728,2017-07-01,Unemployment Detroit,4.3
729,2017-08-01,Unemployment Detroit,4.4
730,2017-09-01,Unemployment Detroit,4.3
731,2017-10-01,Unemployment Detroit,4.2
732,2017-11-01,Unemployment Detroit,4.2
733,2017-12-01,Unemployment Detroit,4.1
734,2018-01-01,Unemployment Detroit,4.0
735,2018-02-01,Unemployment Detroit,4.1
736,2018-03-01,Unemployment Detroit,4.0
737,2018-04-01,Unemployment Detroit,4.0
738,2018-05-01,Unemployment Detroit,3.8
739,2018-06-01,Unemployment Detroit,4.0
740,2018-07-01,Unemployment Detroit,3.8
741,2018-08-01,Unemployment Detroit,3.8
742,2018-09-01,Unemployment Detroit,3.7
743,2018-10-01,Unemployment Detroit,3.8
744,2018-11-01,Unemployment Detroit,3.8
745,2018-12-01,Unemployment Detroit,3.9
746,2019-01-01,Unemployment Detroit,4.0
747,2019-02-01,Unemployment Detroit,3.8
748,2019-03-01,Unemployment Detroit,3.8
749,2019-04-01,Unemployment Detroit,3.6
750,2019-05-01,Unemployment Detroit,3.7
751,2019-06-01,Unemployment Detroit,3.6
752,2019-07-01,Unemployment Detroit,3.7
753,2019-08-01,Unemployment Detroit,3.7
754,2019-09-01,Unemployment Detroit,3.5
755,2019-10-01,Unemployment Detroit,3.6
756,2019-11-01,Unemployment Detroit,3.6
757,2019-12-01,Unemployment Detroit,3.6
758,2020-01-01,Unemployment Detroit,3.5
759,2020-02-01,Unemployment Detroit,3.5
760,2020-03-01,Unemployment Detroit,4.4
761,2020-04-01,Unemployment Detroit,14.7
762,2020-05-01,Unemployment Detroit,13.2
763,2020-06-01,Unemployment Detroit,11.0
764,2020-07-01,Unemployment Detroit,10.2
765,2020-08-01,Unemployment Detroit,8.4
766,2020-09-01,Unemployment Detroit,7.9
767,2020-10-01,Unemployment Detroit,6.9
768,2020-11-01,Unemployment Detroit,6.7
769,2020-12-01,Unemployment Detroit,6.7
770,2021-01-01,Unemployment Detroit,6.3
771,2021-02-01,Unemployment Detroit,6.2
772,2021-03-01,Unemployment Detroit,6.1
773,2021-04-01,Unemployment Detroit,6.1
774,2021-05-01,Unemployment Detroit,5.8
775,2021-06-01,Unemployment Detroit,5.9
776,2021-07-01,Unemployment Detroit,5.4
777,2021-08-01,Unemployment Detroit,5.2
778,2021-09-01,Unemployment Detroit,4.8
779,2021-10-01,Unemployment Detroit,4.5
780,2021-11-01,Unemployment Detroit,4.2
781,2021-12-01,Unemployment Detroit,3.9
782,2022-01-01,Unemployment Detroit,4.0
783,2022-02-01,Unemployment Detroit,3.8
784,2022-03-01,Unemployment Detroit,3.6
785,2022-04-01,Unemployment Detroit,3.6
786,2022-05-01,Unemployment Detroit,3.6
787,2022-06-01,Unemployment Detroit,3.6
788,2022-07-01,Unemployment Detroit,3.5
789,2022-08-01,Unemployment Detroit,3.7
790,2022-09-01,Unemployment Detroit,3.5
791,2022-10-01,Unemployment Detroit,3.7
792,2022-11-01,Unemployment Detroit,3.6
793,2022-12-01,Unemployment Detroit,3.5
794,2023-01-01,Unemployment Detroit,3.4
795,2023-02-01,Unemployment Detroit,3.6
