,Country,Time,Frequency,MEAS,Value,vegaistrash
588,OECD - Total,2000,Annual,PCT,20.9,1
589,OECD - Total,2001,Annual,PCT,20.3,1
590,OECD - Total,2002,Annual,PCT,20.0,1
591,OECD - Total,2003,Annual,PCT,19.7,1
592,OECD - Total,2004,Annual,PCT,19.3,1
593,OECD - Total,2005,Annual,PCT,19.0,1
594,OECD - Total,2006,Annual,PCT,18.3,1
595,OECD - Total,2007,Annual,PCT,18.2,1
596,OECD - Total,2008,Annual,PCT,18.0,1
597,OECD - Total,2009,Annual,PCT,18.1,1
598,OECD - Total,2010,Annual,PCT,17.8,1
599,OECD - Total,2011,Annual,PCT,17.7,1
600,OECD - Total,2012,Annual,PCT,17.3,1
601,OECD - Total,2013,Annual,PCT,17.1,1
602,OECD - Total,2014,Annual,PCT,16.8,1
605,OECD - Total,2015,Annual,PCT,16.5,1
603,OECD - Total,2016,Annual,PCT,16.2,1
606,OECD - Total,2017,Annual,PCT,16.0,1
604,OECD - Total,2018,Annual,PCT,15.9,1
607,OECD - Total,2019,Annual,PCT,15.8,1
608,OECD - Total,2020,Annual,PCT,15.8,1
609,Poland,2000,Annual,PCT,23.5,1
610,Poland,2001,Annual,PCT,22.3,1
611,Poland,2002,Annual,PCT,22.8,1
612,Poland,2003,Annual,PCT,22.9,1
613,Poland,2004,Annual,PCT,22.9,1
614,Poland,2005,Annual,PCT,23.8,1
615,Poland,2006,Annual,PCT,17.9,1
616,Poland,2007,Annual,PCT,16.7,1
617,Poland,2008,Annual,PCT,15.7,1
618,Poland,2009,Annual,PCT,15.4,1
619,Poland,2010,Annual,PCT,17.4,1
620,Poland,2011,Annual,PCT,17.3,1
621,Poland,2012,Annual,PCT,16.6,1
622,Poland,2013,Annual,PCT,16.6,1
623,Poland,2014,Annual,PCT,16.5,1
626,Poland,2015,Annual,PCT,16.5,1
624,Poland,2016,Annual,PCT,14.1,1
627,Poland,2017,Annual,PCT,13.4,1
625,Poland,2018,Annual,PCT,13.4,1
628,Poland,2019,Annual,PCT,13.4,1
629,Poland,2020,Annual,PCT,13.4,1
630,Portugal,2000,,,20.5,1
631,Portugal,2001,,,20.5,1
632,Portugal,2002,Annual,PCT,20.5,1
633,Portugal,2003,Annual,PCT,21.1,1
634,Portugal,2004,Annual,PCT,21.6,1
635,Portugal,2005,Annual,PCT,21.6,1
636,Portugal,2006,Annual,PCT,21.1,1
637,Portugal,2007,Annual,PCT,21.1,1
638,Portugal,2008,Annual,PCT,20.7,1
639,Portugal,2009,Annual,PCT,20.4,1
640,Portugal,2010,Annual,PCT,19.6,1
641,Portugal,2011,Annual,PCT,18.6,1
642,Portugal,2012,Annual,PCT,18.6,1
643,Portugal,2013,Annual,PCT,18.6,1
644,Portugal,2014,Annual,PCT,18.6,1
647,Portugal,2015,Annual,PCT,16.1,1
645,Portugal,2016,Annual,PCT,15.3,1
648,Portugal,2017,Annual,PCT,15.3,1
646,Portugal,2018,Annual,PCT,15.3,1
649,Portugal,2019,Annual,PCT,15.3,1
650,Portugal,2020,Annual,PCT,15.3,1
651,Slovak Republic,2000,Annual,PCT,34.2,1
652,Slovak Republic,2001,Annual,PCT,32.5,1
653,Slovak Republic,2002,Annual,PCT,30.1,1
654,Slovak Republic,2003,Annual,PCT,27.7,1
655,Slovak Republic,2004,Annual,PCT,25.4,1
656,Slovak Republic,2005,Annual,PCT,23.5,1
657,Slovak Republic,2006,Annual,PCT,20.6,1
658,Slovak Republic,2007,Annual,PCT,18.7,1
659,Slovak Republic,2008,Annual,PCT,16.8,1
660,Slovak Republic,2009,Annual,PCT,16.0,1
661,Slovak Republic,2010,Annual,PCT,16.4,1
662,Slovak Republic,2011,Annual,PCT,14.5,1
663,Slovak Republic,2012,Annual,PCT,14.5,1
664,Slovak Republic,2013,Annual,PCT,14.1,1
665,Slovak Republic,2014,Annual,PCT,13.4,1
668,Slovak Republic,2015,Annual,PCT,12.6,1
666,Slovak Republic,2016,Annual,PCT,11.8,1
669,Slovak Republic,2017,Annual,PCT,11.5,1
667,Slovak Republic,2018,Annual,PCT,11.3,1
670,Slovak Republic,2019,Annual,PCT,11.3,1
671,Slovak Republic,2020,Annual,PCT,11.3,1
672,Slovenia,2000,Annual,PCT,44.2,1
673,Slovenia,2001,Annual,PCT,43.3,1
674,Slovenia,2002,Annual,PCT,47.1,1
675,Slovenia,2003,Annual,PCT,45.3,1
676,Slovenia,2004,Annual,PCT,37.1,1
677,Slovenia,2005,Annual,PCT,37.5,1
678,Slovenia,2006,Annual,PCT,32.2,1
679,Slovenia,2007,Annual,PCT,30.6,1
680,Slovenia,2008,Annual,PCT,29.7,1
681,Slovenia,2009,Annual,PCT,40.4,1
682,Slovenia,2010,Annual,PCT,32.6,1
683,Slovenia,2011,Annual,PCT,36.7,1
684,Slovenia,2012,Annual,PCT,26.8,1
685,Slovenia,2013,Annual,PCT,26.2,1
686,Slovenia,2014,Annual,PCT,29.4,1
689,Slovenia,2015,Annual,PCT,23.8,1
687,Slovenia,2016,Annual,PCT,23.8,1
690,Slovenia,2017,Annual,PCT,23.8,1
688,Slovenia,2018,Annual,PCT,23.8,1
691,Slovenia,2019,Annual,PCT,23.8,1
692,Slovenia,2020,Annual,PCT,23.8,1
693,Spain,2000,Annual,PCT,17.5,1
694,Spain,2001,Annual,PCT,17.2,1
695,Spain,2002,Annual,PCT,16.8,1
696,Spain,2003,Annual,PCT,16.5,1
697,Spain,2004,Annual,PCT,16.0,1
698,Spain,2005,Annual,PCT,15.5,1
699,Spain,2006,Annual,PCT,15.6,1
700,Spain,2007,Annual,PCT,16.4,1
701,Spain,2008,Annual,PCT,17.4,1
702,Spain,2009,Annual,PCT,18.3,1
703,Spain,2010,Annual,PCT,18.2,1
704,Spain,2011,Annual,PCT,17.9,1
705,Spain,2012,Annual,PCT,17.8,1
706,Spain,2013,Annual,PCT,17.0,1
707,Spain,2014,Annual,PCT,15.8,1
710,Spain,2015,Annual,PCT,14.4,1
708,Spain,2016,Annual,PCT,13.9,1
711,Spain,2017,Annual,PCT,13.4,1
709,Spain,2018,Annual,PCT,13.0,1
712,Spain,2019,Annual,PCT,12.5,1
713,Spain,2020,Annual,PCT,12.5,1
714,Sweden,2000,Annual,PCT,81.0,1
715,Sweden,2001,Annual,PCT,78.7,1
716,Sweden,2002,Annual,PCT,78.0,1
717,Sweden,2003,Annual,PCT,77.2,1
718,Sweden,2004,Annual,PCT,76.4,1
719,Sweden,2005,Annual,PCT,75.7,1
720,Sweden,2006,Annual,PCT,74.3,1
721,Sweden,2007,Annual,PCT,70.8,1
722,Sweden,2008,Annual,PCT,68.3,1
723,Sweden,2009,Annual,PCT,68.4,1
724,Sweden,2010,Annual,PCT,68.2,1
725,Sweden,2011,Annual,PCT,67.5,1
726,Sweden,2012,Annual,PCT,67.5,1
727,Sweden,2013,Annual,PCT,67.7,1
728,Sweden,2014,Annual,PCT,67.3,1
731,Sweden,2015,Annual,PCT,67.0,1
729,Sweden,2016,Annual,PCT,66.7,1
732,Sweden,2017,Annual,PCT,66.1,1
730,Sweden,2018,Annual,PCT,65.5,1
733,Sweden,2019,Annual,PCT,65.2,1
734,Sweden,2020,Annual,PCT,65.2,1
735,Switzerland,2000,Annual,PCT,20.7,1
736,Switzerland,2001,Annual,PCT,20.2,1
737,Switzerland,2002,Annual,PCT,20.3,1
738,Switzerland,2003,Annual,PCT,20.4,1
739,Switzerland,2004,Annual,PCT,19.9,1
740,Switzerland,2005,Annual,PCT,19.8,1
741,Switzerland,2006,Annual,PCT,19.3,1
742,Switzerland,2007,Annual,PCT,18.9,1
743,Switzerland,2008,Annual,PCT,17.9,1
744,Switzerland,2009,Annual,PCT,17.7,1
745,Switzerland,2010,Annual,PCT,17.6,1
746,Switzerland,2011,Annual,PCT,17.0,1
747,Switzerland,2012,Annual,PCT,16.5,1
748,Switzerland,2013,Annual,PCT,16.6,1
749,Switzerland,2014,Annual,PCT,16.1,1
752,Switzerland,2015,Annual,PCT,15.7,1
750,Switzerland,2016,Annual,PCT,15.3,1
753,Switzerland,2017,Annual,PCT,14.9,1
751,Switzerland,2018,Annual,PCT,14.4,1
754,Switzerland,2019,Annual,PCT,14.4,1
755,Switzerland,2020,Annual,PCT,14.4,1
756,Türkiye,2000,Annual,PCT,12.5,1
757,Türkiye,2001,Annual,PCT,12.5,1
758,Türkiye,2002,Annual,PCT,11.9,1
759,Türkiye,2003,Annual,PCT,11.2,1
760,Türkiye,2004,Annual,PCT,10.5,1
761,Türkiye,2005,Annual,PCT,10.3,1
762,Türkiye,2006,Annual,PCT,9.4,1
763,Türkiye,2007,Annual,PCT,8.3,1
764,Türkiye,2008,Annual,PCT,7.3,1
765,Türkiye,2009,Annual,PCT,7.3,1
766,Türkiye,2010,Annual,PCT,7.3,1
767,Türkiye,2011,Annual,PCT,7.1,1
768,Türkiye,2012,Annual,PCT,6.3,1
769,Türkiye,2013,Annual,PCT,6.3,1
770,Türkiye,2014,Annual,PCT,6.9,1
773,Türkiye,2015,Annual,PCT,8.0,1
771,Türkiye,2016,Annual,PCT,8.2,1
774,Türkiye,2017,Annual,PCT,8.6,1
772,Türkiye,2018,Annual,PCT,9.2,1
775,Türkiye,2019,Annual,PCT,9.9,1
776,Türkiye,2020,Annual,PCT,9.9,1
777,United Kingdom,2000,Annual,PCT,29.8,1
778,United Kingdom,2001,Annual,PCT,29.3,1
779,United Kingdom,2002,Annual,PCT,28.8,1
780,United Kingdom,2003,Annual,PCT,29.3,1
781,United Kingdom,2004,Annual,PCT,28.8,1
782,United Kingdom,2005,Annual,PCT,28.6,1
783,United Kingdom,2006,Annual,PCT,28.3,1
784,United Kingdom,2007,Annual,PCT,28.0,1
785,United Kingdom,2008,Annual,PCT,27.5,1
786,United Kingdom,2009,Annual,PCT,27.4,1
787,United Kingdom,2010,Annual,PCT,26.6,1
788,United Kingdom,2011,Annual,PCT,26.0,1
789,United Kingdom,2012,Annual,PCT,26.1,1
790,United Kingdom,2013,Annual,PCT,25.6,1
791,United Kingdom,2014,Annual,PCT,25.0,1
794,United Kingdom,2015,Annual,PCT,24.7,1
792,United Kingdom,2016,Annual,PCT,23.6,1
795,United Kingdom,2017,Annual,PCT,23.3,1
793,United Kingdom,2018,Annual,PCT,23.4,1
796,United Kingdom,2019,Annual,PCT,23.5,1
797,United Kingdom,2020,Annual,PCT,23.5,1
798,United States,2000,Annual,PCT,12.9,1
799,United States,2001,Annual,PCT,12.9,1
800,United States,2002,Annual,PCT,12.8,1
801,United States,2003,Annual,PCT,12.4,1
802,United States,2004,Annual,PCT,12.0,1
803,United States,2005,Annual,PCT,12.0,1
804,United States,2006,Annual,PCT,11.5,1
805,United States,2007,Annual,PCT,11.6,1
806,United States,2008,Annual,PCT,11.9,1
807,United States,2009,Annual,PCT,11.8,1
808,United States,2010,Annual,PCT,11.4,1
809,United States,2011,Annual,PCT,11.3,1
810,United States,2012,Annual,PCT,10.8,1
811,United States,2013,Annual,PCT,10.8,1
812,United States,2014,Annual,PCT,10.7,1
815,United States,2015,Annual,PCT,10.6,1
813,United States,2016,Annual,PCT,10.3,1
816,United States,2017,Annual,PCT,10.3,1
814,United States,2018,Annual,PCT,10.1,1
817,United States,2019,Annual,PCT,9.9,1
818,United States,2020,Annual,PCT,10.3,1
